"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M.APC.12h.1"	"DOID:850"	"lung disease"	"67/600"	"499/8007"	1.31790039991626e-06	0.000513981155967343	0.000336411417873362	"21/9619/37/100/133/196/348/374/671/682/719/728/839/6361/6362/6347/6367/6352/595/958/942/8837/80781/1435/1438/1471/1475/1493/1520/3576/1545/53905/1906/2152/2205/2321/2353/2355/2308/3091/3119/3146/3329/3597/3569/11213/3683/3684/3784/3965/4318/64127/10630/5329/5806/5265/5054/23411/4088/7035/7039/7056/3371/7124/54210/7412/7422"	67
"M.APC.12h.2"	"DOID:850"	"lung disease"	"35/357"	"499/8007"	0.00482548918295401	0.04369199521172	0.0320242286165533	"9619/196/728/6367/29126/958/942/8837/1475/3576/1906/2205/2355/2308/2730/3119/3329/3597/3569/3683/3958/3965/4318/64127/5468/7039/7056/7099/10333/3371/7124/54210/51393/7295/7422"	35
"M.APC.18h.1"	"DOID:850"	"lung disease"	"43/404"	"499/8007"	0.000345879814174715	0.0126141900795814	0.00986961349853674	"4363/9619/100/6362/6347/6367/6369/29126/8837/1435/1438/1471/1475/1493/1524/6374/3576/1543/1906/355/2355/2308/2729/26585/3119/3315/3329/3597/11213/3684/3958/3965/4318/22861/64127/10630/5329/5742/5054/7035/7056/3371/54210"	43
"M.APC.24h.10"	"DOID:850"	"lung disease"	"16/91"	"499/8007"	0.000135693065516695	0.0312094050688399	0.0277099523265672	"10333/3304/8771/3684/4316/942/3683/5027/3557/2936/958/3303/4688/596/140809/7039"	16
"M.APC.24h.2"	"DOID:850"	"lung disease"	"40/244"	"499/8007"	1.19358197051797e-08	2.13651172722717e-06	1.30665815719862e-06	"154/374/596/728/6347/929/29126/942/8837/1513/1524/3576/4283/7852/10875/3553/3684/4312/4321/4322/4317/4524/4582/4688/5293/5328/5743/5806/387/5270/6556/30061/4087/4088/7056/7097/7099/54210/7412/7528"	40
"M.APC.24h.3"	"DOID:850"	"lung disease"	"59/543"	"499/8007"	1.41710481995781e-05	0.000525678407022444	0.000370081008119307	"90/196/596/598/719/728/6361/6367/6369/6348/929/958/967/1435/1439/1475/3577/53905/1906/2205/2321/2355/2534/2730/3329/3586/3569/3659/3676/3682/3690/3958/3965/4000/4094/4321/4323/4318/64127/10630/5294/5327/5328/5742/5806/6280/6556/4088/7035/7039/7056/7078/7099/3371/7124/8764/54210/51393/7295"	59
"M.APC.24h.5"	"DOID:850"	"lung disease"	"63/496"	"499/8007"	2.69378581627999e-08	7.05771883865357e-06	3.87527082342033e-06	"133/154/301/348/374/671/728/6346/6347/6366/6367/729230/29126/990/8837/64109/1435/1438/1524/3576/4283/7852/1673/1906/2149/10875/2321/2355/2294/57817/3315/3383/3486/3569/3676/3683/3684/3784/4322/4316/4317/4318/4790/64127/5111/5293/5294/5329/5468/23645/5743/6037/6280/6318/5054/5270/7056/10333/7124/54210/7412/7422/7494"	63
"M.APC.24h.6"	"DOID:850"	"lung disease"	"39/290"	"499/8007"	3.59754251809245e-06	0.00164228702382697	0.00130105097973586	"27299/596/820/847/929/948/960/942/8837/1438/2833/7852/1672/2212/10875/2294/2944/3587/3566/3663/3683/3684/3958/3965/4056/4094/4582/9476/653361/4792/64127/5027/10630/5742/54538/5270/6590/7056/54210"	39
"M.APC.24h.8"	"DOID:850"	"lung disease"	"11/57"	"499/8007"	0.000662341689313029	0.0120711627083191	0.00805954322179504	"6369/10333/3304/4316/101/133/7124/958/3303/4318/596"	11
"M.APC.4h.1"	"DOID:850"	"lung disease"	"15/112"	"499/8007"	0.00387689890527639	0.0477869930280807	0.0362849348342802	"374/596/6367/729230/929/29126/958/8837/1543/1906/3586/3965/64127/5328/7056"	15
"M.APC.5d.1"	"DOID:850"	"lung disease"	"35/359"	"499/8007"	0.00526914703671389	0.0459155136717605	0.0339115008474927	"9619/196/728/6346/6367/29126/958/942/8837/1475/3576/1906/2205/2355/2308/3119/3329/3597/3569/3958/3965/4318/64127/5468/7035/7039/7056/7099/10333/3371/7124/54210/51393/7295/7422"	35
"M.APC.90min.1"	"DOID:850"	"lung disease"	"4/9"	"499/8007"	0.00145968913926348	0.0223858421759511	0.0131602964927141	"3576/820/929/7056"	4
"M.Neutr.36h.1"	"DOID:850"	"lung disease"	"26/179"	"499/8007"	4.17937709268567e-05	0.00344981048649609	0.00227840648649283	"598/671/719/847/929/29126/8837/1116/1520/3576/3091/3459/3475/3566/3684/4282/4317/4688/64127/5468/5742/6036/6037/7099/7124/54210"	26
"M.Neutr.72h.1"	"DOID:850"	"lung disease"	"88/1020"	"499/8007"	0.000712138424833774	0.0111159061554203	0.00870107382121532	"100/133/374/25805/596/598/719/728/847/6347/6367/6348/595/929/29126/967/942/990/8837/1116/1435/1438/1439/1512/1520/3576/1545/1906/2212/2353/2355/2936/3091/3162/3329/3383/3459/3475/3597/8809/8807/3552/3553/3566/3568/3572/3581/11213/3676/3683/3684/3965/10296/100507436/4282/4524/4688/4780/64127/5294/5329/5468/23645/5580/5728/5742/5743/5906/6036/6037/6280/5265/5270/23411/6556/6590/6647/6890/7039/7097/7099/10333/3371/7124/8764/54210/7295/7528"	88
"Musc.Skel.24h.1"	"DOID:850"	"lung disease"	"63/496"	"499/8007"	2.69378581627999e-08	7.05771883865357e-06	3.87527082342033e-06	"133/154/301/348/374/671/728/6346/6347/6366/6367/729230/29126/990/8837/64109/1435/1438/1524/3576/4283/7852/1673/1906/2149/10875/2321/2355/2294/57817/3315/3383/3486/3569/3676/3683/3684/3784/4322/4316/4317/4318/4790/64127/5111/5293/5294/5329/5468/23645/5743/6037/6280/6318/5054/5270/7056/10333/7124/54210/7412/7422/7494"	63
"E.Pan.3d.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"34/441"	"345/8007"	0.000641594961513432	0.00600259846533528	0.00411275321246894	"133/19/2621/3371/3479/348/3486/3717/3956/4023/4313/4314/4803/5054/5069/5328/5468/56034/5743/5806/59/6288/6319/6648/6696/7056/7351/7412/7474/7498/775/80310/8742/9507"	34
"E.Pr.24h.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"52/545"	"345/8007"	3.1496214192311e-08	4.65237061107516e-06	2.6717658552065e-06	"6347/7015/7450/7124/1234/4982/8743/1906/133/51738/9619/6648/348/4312/5054/3162/942/27035/367/4846/2875/3479/197/4313/1839/6376/2212/820/3559/3557/7292/57016/10461/59272/7056/196/2357/2678/1950/6319/3575/3673/2100/10911/3952/4852/50943/10014/27433/9966/19/5155"	52
"E.Pr.24h.2"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"45/504"	"345/8007"	1.93287844512118e-06	0.000125959245340397	8.76577329936537e-05	"3569/6347/59/6696/4982/1906/771/101/5054/54809/5743/4318/1030/10313/3371/2335/3037/27035/6288/6093/6376/820/3552/7534/760/3685/133/929/8754/241/3949/56034/7056/9536/231/1950/8743/1471/2152/2837/3486/7035/3084/9388/23022"	45
"E.Pr.24h.3"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"20/180"	"345/8007"	8.89798648978779e-05	0.00543666974526034	0.00411180638843878	"19/9619/102/6347/1906/3486/3572/3673/3685/4040/4313/57552/23022/56034/5329/6095/5054/7056/3371/9966"	20
"E.Pr.48h.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"14/120"	"345/8007"	0.000617237984403525	0.00956718875825464	0.00665967298961698	"19/9619/771/6347/1906/2152/3339/3486/3569/3685/4313/6489/7056/9966"	14
"E.Pr.6h.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"14/132"	"345/8007"	0.0015838327103369	0.0197662322250045	0.0137376647717643	"19/9619/133/241/1435/1906/2152/3486/3569/4780/4803/56034/5054/7056"	14
"L.Pbmc.24h.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"26/194"	"345/8007"	2.1356236620658e-07	4.43497847155664e-05	3.57435960282592e-05	"822/760/2212/3315/1906/8742/7351/3957/820/6319/7941/1593/133/9536/3956/6279/3084/929/6283/7056/2621/948/9619/4318/8743/10062"	26
"L.Pbmc.24h.2"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"31/225"	"345/8007"	7.04225583427342e-09	8.18482522331519e-07	5.46059503408723e-07	"822/760/2212/3315/7295/2309/1906/8742/7351/6368/820/6319/3569/7941/1593/133/9536/3956/3084/929/348/7056/8651/958/948/341/217/9619/4318/5468/10062"	31
"L.Pbmc.2M.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"7/38"	"345/8007"	0.00103064474305365	0.0374648425145903	0.0229855092066533	"3569/114548/3606/196/3949/3586/9446"	7
"L.Pbmc.6h.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"11/65"	"345/8007"	8.95171091159438e-05	0.00167564838626407	0.000927562150379023	"760/2309/1906/820/3569/114548/929/7056/3557/948/4318"	11
"L.Pbmc.8h.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"25/140"	"345/8007"	9.79474064264866e-10	2.02098148593317e-07	1.15131161939905e-07	"10135/5328/91543/3552/760/4055/240/1906/820/55911/3569/7941/1593/101/133/9536/942/771/3956/929/7056/3557/948/1471/8743"	25
"L.Pbmc.8h.2"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"23/158"	"345/8007"	2.43623958317712e-07	1.20874963934557e-05	6.35197688893145e-06	"10135/5328/3552/760/5730/240/2309/1906/820/55911/3569/7035/101/133/9536/9332/3956/3084/929/6283/7056/948/8743"	23
"L.T.10d.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"16/186"	"345/8007"	0.00638658033862874	0.0303593963923221	0.0197784257626489	"19/133/822/6352/959/942/1471/2833/3569/3717/23022/5329/5445/5468/3371/9966"	16
"M.APC.12h.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"45/600"	"345/8007"	0.000157096984824828	0.00417719011646358	0.00273405830834661	"19/9619/133/196/83464/348/682/836/6347/6368/6352/958/942/1435/1471/1520/1588/1906/2152/2214/2357/3329/3569/3685/3717/4023/4318/57552/4973/56034/7941/5329/5360/5445/5806/6095/6319/5054/23411/7035/7056/3371/7124/7412/7422"	45
"M.APC.12h.2"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"29/357"	"345/8007"	0.000708071806014656	0.0154853751064468	0.0113500697374634	"9619/196/83464/341/822/9332/958/942/1593/1906/2357/3329/3569/3685/3956/4318/56034/7941/123/5360/5468/5590/6319/7056/7099/3371/7124/7295/7422"	29
"M.APC.18h.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"33/404"	"345/8007"	0.000274898922249295	0.0121814584921719	0.00953103500166965	"9619/241/822/6347/1028/1435/1471/1524/2919/1588/1593/1906/2214/2357/3315/3329/3685/3717/10365/3956/4023/10461/4318/4973/56034/7941/5329/123/5054/7035/7056/3371/9966"	33
"M.APC.24h.10"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"12/91"	"345/8007"	0.000494531219921701	0.046952262771825	0.0416875925754419	"760/3693/23022/231/1593/9536/942/10461/3557/958/2919/241"	12
"M.APC.24h.2"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"33/244"	"345/8007"	3.61050301316638e-09	1.29256007871356e-06	7.9051013340906e-07	"154/83464/822/6347/929/942/1524/2919/58191/1588/2335/2309/2621/1839/3183/3553/3673/4312/4321/4317/4332/4524/57552/3084/4973/5328/5743/5806/387/7056/7097/7099/7412"	33
"M.APC.24h.3"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"45/543"	"345/8007"	1.38714014148698e-05	0.000525678407022444	0.000370081008119307	"6868/196/240/83464/341/822/929/958/1435/1588/1593/1889/1906/2309/2621/1839/3329/3586/3559/3569/3685/3690/3956/4321/4323/4318/10135/56034/7941/5327/5328/123/5360/5806/6283/6279/6280/6319/7035/7056/7099/3371/7124/8764/7295"	45
"M.APC.24h.5"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"46/496"	"345/8007"	4.99116042293265e-07	4.35894676936118e-05	2.39342195719577e-05	"9507/133/154/240/341/348/6347/729230/1071/1268/1435/1524/1889/1906/2335/2621/2678/51738/1839/3315/3383/3486/3569/9388/4023/10461/4317/4318/4332/4790/5029/7941/5329/5360/5468/5743/6037/6279/6280/5054/7056/7124/9966/7412/7422/7494"	46
"M.APC.24h.8"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"10/57"	"345/8007"	0.000136823469368847	0.0044895200886653	0.00299751416446224	"760/7351/1593/101/133/3956/7124/6283/958/4318"	10
"M.APC.4h.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"13/112"	"345/8007"	0.00100598746996852	0.0393991308494187	0.0299159835095373	"729230/929/958/1588/1906/2309/1839/3586/3559/7941/5328/123/7056"	13
"M.APC.90min.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"3/9"	"345/8007"	0.005486441713319	0.0451427075522606	0.0265387118877242	"820/929/7056"	3
"M.Neutr.36h.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"18/179"	"345/8007"	0.000678968648704498	0.0127433415497858	0.00841626291075348	"240/847/929/1116/1520/2335/1839/3183/4282/4317/56034/123/5468/6037/6283/6279/7099/7124"	18
"M.Neutr.72h.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"71/1020"	"345/8007"	1.9538196295105e-05	0.00182853511574903	0.00143130202831541	"19/102/8751/6868/133/240/241/83464/847/6347/929/9332/942/1116/1435/1508/1520/58191/3579/1588/1889/1906/2212/2309/2357/51738/2896/1839/3156/3162/84842/3329/3383/3552/3553/3572/3717/3956/4023/4055/4069/4282/4332/4524/10135/57552/4780/9572/4973/5029/56034/5329/5468/5743/56729/6037/91543/6283/6279/6280/54809/6319/23411/6647/7097/7099/3371/7124/8764/7295/7301"	71
"Musc.Skel.24h.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"46/496"	"345/8007"	4.99116042293265e-07	4.35894676936118e-05	2.39342195719577e-05	"9507/133/154/240/341/348/6347/729230/1071/1268/1435/1524/1889/1906/2335/2621/2678/51738/1839/3315/3383/3486/3569/9388/4023/10461/4317/4318/4332/4790/5029/7941/5329/5360/5468/5743/6037/6279/6280/5054/7056/7124/9966/7412/7422/7494"	46
"Musc.Skel.48h.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"9/57"	"345/8007"	0.000664166174906158	0.0486676232845355	0.0456829092459427	"1116/1363/19/3575/4256/4312/6387/7056/9388"	9
"O.Test.24h.1"	"DOID:2348"	"arteriosclerotic cardiovascular disease"	"8/32"	"345/8007"	4.64284346047522e-05	0.0137010596918103	0.0105110716636547	"19/240/1588/4069/4318/4524/6279/7056"	8
"E.Pan.3d.1"	"DOID:2349"	"arteriosclerosis"	"34/441"	"356/8007"	0.00111599238672633	0.00943998265948511	0.00646791872430866	"133/19/2621/3371/3479/348/3486/3717/3956/4023/4313/4314/4803/5054/5069/5328/5468/56034/5743/5806/59/6288/6319/6648/6696/7056/7351/7412/7474/7498/775/80310/8742/9507"	34
"E.Pr.24h.1"	"DOID:2349"	"arteriosclerosis"	"54/545"	"356/8007"	1.33894091634654e-08	4.65237061107516e-06	2.6717658552065e-06	"6347/65997/7015/7450/7124/1234/4982/8743/1906/133/51738/9619/6648/348/4312/5054/3162/942/27035/367/4846/2875/3479/197/4313/1839/6376/2212/820/3559/3557/7292/57016/10461/59272/7056/196/2357/2678/1950/6319/3575/3673/2100/10911/3952/4852/50943/10014/27433/9966/19/10267/5155"	54
"E.Pr.24h.2"	"DOID:2349"	"arteriosclerosis"	"45/504"	"356/8007"	4.54662635911864e-06	0.000217502319140135	0.000151364516079486	"3569/6347/59/6696/4982/1906/771/101/5054/54809/5743/4318/1030/10313/3371/2335/3037/27035/6288/6093/6376/820/3552/7534/760/3685/133/929/8754/241/3949/56034/7056/9536/231/1950/8743/1471/2152/2837/3486/7035/3084/9388/23022"	45
"E.Pr.24h.3"	"DOID:2349"	"arteriosclerosis"	"20/180"	"356/8007"	0.000136714959126278	0.00597210899732518	0.00451676432048541	"19/9619/102/6347/1906/3486/3572/3673/3685/4040/4313/57552/23022/56034/5329/6095/5054/7056/3371/9966"	20
"E.Pr.48h.1"	"DOID:2349"	"arteriosclerosis"	"14/120"	"356/8007"	0.000840609197263977	0.0104331428267383	0.00726245935307761	"19/9619/771/6347/1906/2152/3339/3486/3569/3685/4313/6489/7056/9966"	14
"E.Pr.6h.1"	"DOID:2349"	"arteriosclerosis"	"14/132"	"356/8007"	0.00212445813203643	0.0225080264014242	0.0156432302250114	"19/9619/133/241/1435/1906/2152/3486/3569/4780/4803/56034/5054/7056"	14
"L.Pbmc.24h.1"	"DOID:2349"	"arteriosclerosis"	"27/194"	"356/8007"	1.06686515958347e-07	4.43497847155664e-05	3.57435960282592e-05	"822/760/2212/3315/1906/8742/7351/3957/820/6319/7941/199/1593/133/9536/3956/6279/3084/929/6283/7056/2621/948/9619/4318/8743/10062"	27
"L.Pbmc.24h.2"	"DOID:2349"	"arteriosclerosis"	"32/225"	"356/8007"	3.8758980640475e-09	6.8797190636843e-07	4.58987928637204e-07	"822/760/2212/3315/7295/2309/1906/8742/7351/6368/820/6319/3569/7941/199/1593/133/9536/3956/3084/929/348/7056/8651/958/948/341/217/9619/4318/5468/10062"	32
"L.Pbmc.2M.1"	"DOID:2349"	"arteriosclerosis"	"7/38"	"356/8007"	0.00123837963411085	0.0374648425145903	0.0229855092066533	"3569/114548/3606/196/3949/3586/9446"	7
"L.Pbmc.6h.1"	"DOID:2349"	"arteriosclerosis"	"11/65"	"356/8007"	0.000118500450487401	0.00208769911299863	0.00115565454809695	"760/2309/1906/820/3569/114548/929/7056/3557/948/4318"	11
"L.Pbmc.8h.1"	"DOID:2349"	"arteriosclerosis"	"25/140"	"356/8007"	1.88466329430239e-09	2.33321315834635e-07	1.329183586508e-07	"10135/5328/91543/3552/760/4055/240/1906/820/55911/3569/7941/1593/101/133/9536/942/771/3956/929/7056/3557/948/1471/8743"	25
"L.Pbmc.8h.2"	"DOID:2349"	"arteriosclerosis"	"23/158"	"356/8007"	4.26858547096585e-07	1.83549175251532e-05	9.64550541509477e-06	"10135/5328/3552/760/5730/240/2309/1906/820/55911/3569/7035/101/133/9536/9332/3956/3084/929/6283/7056/948/8743"	23
"L.T.10d.1"	"DOID:2349"	"arteriosclerosis"	"17/186"	"356/8007"	0.00371242223698281	0.0212974013298253	0.0138747511872739	"19/133/822/6352/959/942/1471/2833/3458/3569/3717/23022/5329/5445/5468/3371/9966"	17
"M.APC.12h.1"	"DOID:2349"	"arteriosclerosis"	"46/600"	"356/8007"	0.000166016530269706	0.00417719011646358	0.00273405830834661	"19/9619/133/196/83464/348/682/836/6347/6368/6352/958/942/1435/1471/1520/1588/1906/2152/2214/2357/3329/3569/3685/3717/4023/4318/57552/4973/56034/7941/5329/5360/5445/5806/10267/6095/6319/5054/23411/7035/7056/3371/7124/7412/7422"	46
"M.APC.12h.2"	"DOID:2349"	"arteriosclerosis"	"30/357"	"356/8007"	0.000550294095725036	0.0154853751064468	0.0113500697374634	"9619/196/83464/341/822/9332/958/942/1593/1906/2357/3329/3569/3685/3956/4318/56034/7941/123/5360/5468/5590/10267/6319/7056/7099/3371/7124/7295/7422"	30
"M.APC.18h.1"	"DOID:2349"	"arteriosclerosis"	"34/404"	"356/8007"	0.000228659087317015	0.0121814584921719	0.00953103500166965	"9619/241/822/6347/1028/1435/1471/1524/2919/1588/1593/1906/2214/2357/3315/3329/3685/3717/10365/3956/4023/10461/4318/4973/56034/7941/5329/123/5617/5054/7035/7056/3371/9966"	34
"M.APC.24h.10"	"DOID:2349"	"arteriosclerosis"	"12/91"	"356/8007"	0.000654546934270047	0.046952262771825	0.0416875925754419	"760/3693/23022/231/1593/9536/942/10461/3557/958/2919/241"	12
"M.APC.24h.2"	"DOID:2349"	"arteriosclerosis"	"33/244"	"356/8007"	7.96643198153544e-09	1.90132176625979e-06	1.162819545375e-06	"154/83464/822/6347/929/942/1524/2919/58191/1588/2335/2309/2621/1839/3183/3553/3673/4312/4321/4317/4332/4524/57552/3084/4973/5328/5743/5806/387/7056/7097/7099/7412"	33
"M.APC.24h.3"	"DOID:2349"	"arteriosclerosis"	"45/543"	"356/8007"	3.08600203845795e-05	0.000890368736281016	0.00062682536531641	"6868/196/240/83464/341/822/929/958/1435/1588/1593/1889/1906/2309/2621/1839/3329/3586/3559/3569/3685/3690/3956/4321/4323/4318/10135/56034/7941/5327/5328/123/5360/5806/6283/6279/6280/6319/7035/7056/7099/3371/7124/8764/7295"	45
"M.APC.24h.5"	"DOID:2349"	"arteriosclerosis"	"46/496"	"356/8007"	1.23180951338115e-06	8.80183888652348e-05	4.83293684675857e-05	"9507/133/154/240/341/348/6347/729230/1071/1268/1435/1524/1889/1906/2335/2621/2678/51738/1839/3315/3383/3486/3569/9388/4023/10461/4317/4318/4332/4790/5029/7941/5329/5360/5468/5743/6037/6279/6280/5054/7056/7124/9966/7412/7422/7494"	46
"M.APC.24h.8"	"DOID:2349"	"arteriosclerosis"	"10/57"	"356/8007"	0.000177058797472077	0.00523184608127752	0.00349314234599582	"760/7351/1593/101/133/3956/7124/6283/958/4318"	10
"M.APC.4h.1"	"DOID:2349"	"arteriosclerosis"	"13/112"	"356/8007"	0.00133961474585899	0.0393991308494187	0.0299159835095373	"729230/929/958/1588/1906/2309/1839/3586/3559/7941/5328/123/7056"	13
"M.APC.90min.1"	"DOID:2349"	"arteriosclerosis"	"3/9"	"356/8007"	0.00599178812464415	0.0453663958008771	0.0266702148104461	"820/929/7056"	3
"M.Neutr.36h.1"	"DOID:2349"	"arteriosclerosis"	"18/179"	"356/8007"	0.000977412671031028	0.014632036037677	0.00966363977074596	"240/847/929/1116/1520/2335/1839/3183/4282/4317/56034/123/5468/6037/6283/6279/7099/7124"	18
"M.Neutr.72h.1"	"DOID:2349"	"arteriosclerosis"	"72/1020"	"356/8007"	3.14712321990928e-05	0.00182853511574903	0.00143130202831541	"19/102/8751/6868/133/240/241/83464/847/6347/929/9332/942/1116/1435/1508/1520/58191/3579/1588/1889/1906/2212/2309/2357/51738/2896/1839/3156/3162/84842/3329/3383/3552/3553/3572/3717/3956/4023/4055/4069/4282/4332/4524/10135/57552/4780/9572/4973/5029/56034/5329/5468/5617/5743/56729/6037/91543/6283/6279/6280/54809/6319/23411/6647/7097/7099/3371/7124/8764/7295/7301"	72
"Musc.Skel.24h.1"	"DOID:2349"	"arteriosclerosis"	"46/496"	"356/8007"	1.23180951338115e-06	8.80183888652348e-05	4.83293684675857e-05	"9507/133/154/240/341/348/6347/729230/1071/1268/1435/1524/1889/1906/2335/2621/2678/51738/1839/3315/3383/3486/3569/9388/4023/10461/4317/4318/4332/4790/5029/7941/5329/5360/5468/5743/6037/6279/6280/5054/7056/7124/9966/7412/7422/7494"	46
"Musc.Skel.48h.1"	"DOID:2349"	"arteriosclerosis"	"9/57"	"356/8007"	0.000831925184351034	0.0486676232845355	0.0456829092459427	"1116/1363/19/3575/4256/4312/6387/7056/9388"	9
